Failure type	|Probe	|Usage	|Node Name	|Device Name	|Date/Time	|
Open Failure	|P736	|1	|FAN1011_PRSNT_L_CON	|	|220129075414	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220129075414	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220129075414	|
Open Failure	|P675	|1	|FAN10_TACH_ZL	|	|220129075414	|
Open Failure	|P1989	|1	|FAN10_TACH_CON	|	|220129075414	|
Open Failure	|P1327	|1	|PMOD_A2V5_ENABLE	|	|220129075414	|
Open Failure	|P1724	|1	|UNNAMED_3_RES_I2_B	|	|220129075414	|
Open Failure	|P2081	|1	|GND	|j2	|220129075415	|
Open Failure	|P1974	|1	|ddr_a_dimm0_sa1	|	|220129075415	|
Open Failure	|P2081	|1	|GND	|j2	|220129075415	|
Open Failure	|P1329	|1	|PMOD_A2V5_SW_SN	|	|220129075415	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220129075423	|
Open Failure	|P1707	|1	|srt_spi_boot_mosi	|	|220129075423	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220129075424	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220129075424	|
Open Failure	|P1465	|1	|pseq_vmon_p12v	|	|220129075424	|
Open Failure	|P1217	|1	|p12v_good	|	|220129075424	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220129075424	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220129075424	|
Open Failure	|P675	|1	|FAN10_TACH_ZL	|	|220129075424	|
Open Failure	|P1989	|1	|FAN10_TACH_CON	|	|220129075424	|
Open Failure	|P2081	|1	|GND	|j2	|220129075424	|
Open Failure	|P1974	|1	|ddr_a_dimm0_sa1	|	|220129075424	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220129075433	|
Open Failure	|P1707	|1	|srt_spi_boot_mosi	|	|220129075433	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220129075433	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220129075433	|
Open Failure	|P1465	|1	|pseq_vmon_p12v	|	|220129075433	|
Open Failure	|P1217	|1	|p12v_good	|	|220129075433	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220129075433	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220129075433	|
Open Failure	|P675	|1	|FAN10_TACH_ZL	|	|220129075433	|
Open Failure	|P1989	|1	|FAN10_TACH_CON	|	|220129075433	|
Open Failure	|P2081	|1	|GND	|j2	|220129075433	|
Open Failure	|P1974	|1	|ddr_a_dimm0_sa1	|	|220129075433	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220129075442	|
Open Failure	|P1707	|1	|srt_spi_boot_mosi	|	|220129075442	|
Open Failure	|P657	|1	|FAN01_PWM_PWR	|	|220129075442	|
Open Failure	|P656	|1	|FAN01_PWM_CON_ZL	|	|220129075442	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220129075443	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220129075443	|
Open Failure	|P1465	|1	|pseq_vmon_p12v	|	|220129075443	|
Open Failure	|P1217	|1	|p12v_good	|	|220129075443	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220129075443	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220129075443	|
Open Failure	|P2081	|1	|GND	|j2	|220129075443	|
Open Failure	|P1974	|1	|ddr_a_dimm0_sa1	|	|220129075443	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220129075452	|
Open Failure	|P1707	|1	|srt_spi_boot_mosi	|	|220129075452	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220129075452	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220129075452	|
Open Failure	|P1465	|1	|pseq_vmon_p12v	|	|220129075452	|
Open Failure	|P1217	|1	|p12v_good	|	|220129075452	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220129075452	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220129075452	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220129075501	|
Open Failure	|P1707	|1	|srt_spi_boot_mosi	|	|220129075501	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220129075501	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220129075501	|
Open Failure	|P1465	|1	|pseq_vmon_p12v	|	|220129075501	|
Open Failure	|P1217	|1	|p12v_good	|	|220129075501	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220129075501	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220129075501	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220129075510	|
Open Failure	|P1707	|1	|srt_spi_boot_mosi	|	|220129075510	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220129075510	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220129075510	|
Open Failure	|P1465	|1	|pseq_vmon_p12v	|	|220129075510	|
Open Failure	|P1217	|1	|p12v_good	|	|220129075511	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220129075511	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220129075511	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220129075520	|
Open Failure	|P1707	|1	|srt_spi_boot_mosi	|	|220129075520	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220129075520	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220129075520	|
Open Failure	|P1465	|1	|pseq_vmon_p12v	|	|220129075520	|
Open Failure	|P1217	|1	|p12v_good	|	|220129075520	|
Open Failure	|P2081	|1	|GND	|j2	|220216141015	|
Open Failure	|P628	|1	|ddr_b_dimm0_sa0	|u1b_skt_c	|220216141015	|
Open Failure	|P726	|1	|FAN89_PWM_PWR	|	|220216141054	|
Open Failure	|P725	|1	|FAN89_PWM_CON_ZL	|	|220216141054	|
Open Failure	|P2175	|1	|p1v05_combined	|	|220216141055	|
Open Failure	|P1904	|1	|VFLT_P1P05_VCCKRLCPLL_C	|	|220216141055	|
Open Failure	|P2175	|1	|p1v05_combined	|	|220216141116	|
Open Failure	|P1904	|1	|VFLT_P1P05_VCCKRLCPLL_C	|	|220216141116	|
Open Failure	|P2081	|1	|GND	|j2	|220216141116	|
Open Failure	|P628	|1	|ddr_b_dimm0_sa0	|u1b_skt_c	|220216141116	|
Open Failure	|P2175	|1	|p1v05_combined	|	|220216141140	|
Open Failure	|P1904	|1	|VFLT_P1P05_VCCKRLCPLL_C	|	|220216141140	|
Open Failure	|P2175	|1	|p1v05_combined	|	|220216141205	|
Open Failure	|P1904	|1	|VFLT_P1P05_VCCKRLCPLL_C	|	|220216141205	|
Open Failure	|P726	|1	|FAN89_PWM_PWR	|	|220216141228	|
Open Failure	|P725	|1	|FAN89_PWM_CON_ZL	|	|220216141228	|
Open Failure	|P2175	|1	|p1v05_combined	|	|220216141229	|
Open Failure	|P1904	|1	|VFLT_P1P05_VCCKRLCPLL_C	|	|220216141229	|
Open Failure	|P726	|1	|FAN89_PWM_PWR	|	|220216141250	|
Open Failure	|P725	|1	|FAN89_PWM_CON_ZL	|	|220216141250	|
Analog Failure	|P725	|1	|FAN89_PWM_CON_ZL	|	|220216141304	|
Analog Failure	|P726	|1	|FAN89_PWM_PWR	|	|220216141304	|
Analog Failure	|P725	|1	|FAN89_PWM_CON_ZL	|	|220216141305	|
Analog Failure	|P726	|1	|FAN89_PWM_PWR	|	|220216141305	|
Analog Failure	|P725	|1	|FAN89_PWM_CON_ZL	|	|220216141309	|
Analog Failure	|P726	|1	|FAN89_PWM_PWR	|	|220216141309	|
Shorts Failure	|P1944	|1	|1g_phy_mdc	|	|220216144431	|
Shorts Failure	|P2012	|1	|i210_mdc_1g_phy	|	|220216144431	|
Shorts Failure	|P324	|1	|1g_phy_mdio	|	|220216144432	|
Shorts Failure	|P2013	|1	|i210_mdio_1g_phy	|	|220216144432	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P857	|1	|JTAG_SF_3P3V	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P516	|1	|ccc_sw_pll_vdda_bmfpga	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P512	|1	|ccc_pll_vdda_bmfpga	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P1853	|1	|unnamed_4188_ast2520_i1_usb2av33	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P1762	|1	|UNNAMED_59_CAP_I64_B	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P509	|1	|ccc_bmfpga_pll_vdda	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P515	|1	|ccc_sw_pll_vdda	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P511	|1	|ccc_pll_vdda	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P1185	|1	|mss_hpms_pll_vdda	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P1187	|1	|mss_mddr_pll_vdda	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P1455	|1	|pmod_vdd_p3p_m2	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P1454	|1	|pmod_vdd_p3p_m1	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P752	|1	|fltr_dac0_3p3v	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P756	|1	|fltr_vp3p3_pcie_buf1	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P755	|1	|fltr_vp3p3_bmcphy_avdd	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P347	|1	|adcav33	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P1916	|1	|vpllav33	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P753	|1	|fltr_dac1_3p3v	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P750	|1	|flter_clkgen_p3v3	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144657	|
Open Failure	|P618	|1	|dacavd33	|	|220216144657	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144658	|
Open Failure	|P1311	|1	|pllav33	|	|220216144658	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144658	|
Open Failure	|P1902	|1	|vflt_nsci_clk_buf	|	|220216144658	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144658	|
Open Failure	|P2031	|1	|PMOD_A3V3_VSENSE	|	|220216144658	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144658	|
Open Failure	|P1540	|1	|pwr_a3v3_didt	|	|220216144658	|
Open Failure	|P2180	|1	|A3P3V	|	|220216144658	|
Open Failure	|P1332	|1	|PMOD_A3V3_ISENN_R	|	|220216144658	|
Shorts Failure	|P1944	|1	|1g_phy_mdc	|	|220216145224	|
Shorts Failure	|P2012	|1	|i210_mdc_1g_phy	|	|220216145224	|
Shorts Failure	|P324	|1	|1g_phy_mdio	|	|220216145225	|
Shorts Failure	|P2013	|1	|i210_mdio_1g_phy	|	|220216145225	|
Open Failure	|P1518	|1	|PVCCKRHV_FB	|	|220217160313	|
Open Failure	|P1445	|1	|pmod_pvcckrhv_trim	|	|220217160313	|
Open Failure	|P2077	|1	|m_ab_vref_r	|	|220217160313	|
Open Failure	|P2182	|1	|p2v5_vpp_2	|	|220217160313	|
Open Failure	|P1391	|1	|PMOD_P2V5_VPP_VSENSE_P	|	|220217160313	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220217160314	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220217160314	|
Open Failure	|P2176	|1	|a1_2v	|	|220217160314	|
Open Failure	|P1864	|1	|unnamed_4234_cap_i96_b	|	|220217160314	|
Open Failure	|P2081	|1	|GND	|j2	|220217160314	|
Open Failure	|P628	|1	|ddr_b_dimm0_sa0	|u1b_skt_c	|220217160314	|
Open Failure	|P2081	|1	|GND	|j2	|220217160314	|
Open Failure	|P1974	|1	|ddr_a_dimm0_sa1	|	|220217160314	|
Open Failure	|P1518	|1	|PVCCKRHV_FB	|	|220217160336	|
Open Failure	|P1445	|1	|pmod_pvcckrhv_trim	|	|220217160336	|
Open Failure	|P1714	|1	|SVID_CLK_R_C	|	|220217160337	|
Open Failure	|P1713	|1	|SVID_CLK_C	|	|220217160337	|
Open Failure	|P671	|1	|FAN8_TACH_ZL	|	|220217160337	|
Open Failure	|P670	|1	|FAN8_TACH_CON	|	|220217160337	|
Open Failure	|P640	|1	|FAN0_TACH_ZL	|	|220217160337	|
Open Failure	|P639	|1	|FAN0_TACH_CON	|	|220217160337	|
Open Failure	|P2081	|1	|GND	|j2	|220217160337	|
Open Failure	|P628	|1	|ddr_b_dimm0_sa0	|u1b_skt_c	|220217160337	|
Open Failure	|P2081	|1	|GND	|j2	|220217160337	|
Open Failure	|P1974	|1	|ddr_a_dimm0_sa1	|	|220217160337	|
Open Failure	|P1518	|1	|PVCCKRHV_FB	|	|220217160355	|
Open Failure	|P1445	|1	|pmod_pvcckrhv_trim	|	|220217160355	|
Open Failure	|P2177	|1	|p0v6_vtt_2	|	|220217160424	|
Open Failure	|P1369	|1	|PMOD_P0V6_VTT_DIMM_VSENSE_P	|	|220217160424	|
Open Failure	|P1518	|1	|PVCCKRHV_FB	|	|220217160424	|
Open Failure	|P1445	|1	|pmod_pvcckrhv_trim	|	|220217160424	|
Open Failure	|P1518	|1	|PVCCKRHV_FB	|	|220217160446	|
Open Failure	|P1445	|1	|pmod_pvcckrhv_trim	|	|220217160446	|
Open Failure	|P2081	|1	|GND	|j2	|220217160446	|
Open Failure	|P1570	|1	|SATA0_CONFIG_2	|	|220217160446	|
Open Failure	|P1518	|1	|PVCCKRHV_FB	|	|220217160511	|
Open Failure	|P1445	|1	|pmod_pvcckrhv_trim	|	|220217160511	|
Open Failure	|P1714	|1	|SVID_CLK_R_C	|	|220217160511	|
Open Failure	|P1713	|1	|SVID_CLK_C	|	|220217160511	|
Open Failure	|P2176	|1	|a1_2v	|	|220217160511	|
Open Failure	|P1864	|1	|unnamed_4234_cap_i96_b	|	|220217160511	|
Open Failure	|P1518	|1	|PVCCKRHV_FB	|	|220217160542	|
Open Failure	|P1445	|1	|pmod_pvcckrhv_trim	|	|220217160542	|
Open Failure	|P1580	|1	|serdes_pll_vssa	|	|220217160613	|
Open Failure	|P2081	|1	|GND	|j2	|220217160613	|
Open Failure	|P1956	|1	|bmc_console1_rxd	|	|220217160613	|
Open Failure	|P2077	|1	|m_ab_vref_r	|	|220217160613	|
Open Failure	|P1741	|1	|UNNAMED_13_RES_I3_B	|	|220217160613	|
Open Failure	|P2038	|1	|pmod_p5v_en	|	|220217160613	|
Open Failure	|P2021	|1	|P3V3	|	|220217160613	|
Open Failure	|P1393	|1	|PMOD_P3V3_DIDT	|	|220217160613	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220217160613	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220217160613	|
Open Failure	|P2176	|1	|a1_2v	|	|220217160613	|
Open Failure	|P1864	|1	|unnamed_4234_cap_i96_b	|	|220217160613	|
Open Failure	|P2081	|1	|GND	|j2	|220217160613	|
Open Failure	|P1974	|1	|ddr_a_dimm0_sa1	|	|220217160613	|
Open Failure	|P2081	|1	|GND	|j2	|220217160613	|
Open Failure	|P1451	|1	|PMOD_PVCCSCFUSESUS_SW_SN	|	|220217160613	|
Open Failure	|P2081	|1	|GND	|j2	|220217160613	|
Open Failure	|P1322	|1	|PMOD_5V0_SW_SN	|	|220217160614	|
Shorts Failure	|P203	|1	|m_a_dq<4>	|u1a_skt_c	|220217160614	|
Shorts Failure	|P1599	|1	|spare_i_dimm_a0_p12v_1	|u1a_skt_c	|220217160614	|
Open Failure	|P57	|1	|cpld_jtag_tdi	|	|220217160650	|
Open Failure	|P1765	|1	|unnamed_59_pi3b3257pg_i152_ib0	|	|220217160650	|
Open Failure	|P2182	|1	|p2v5_vpp_2	|	|220217160650	|
Open Failure	|P1391	|1	|PMOD_P2V5_VPP_VSENSE_P	|	|220217160650	|
Open Failure	|P2043	|1	|PVCCSCFUSESUS	|	|220217160650	|
Open Failure	|P1448	|1	|PMOD_PVCCSCFUSESUS_DIDT	|	|220217160650	|
Open Failure	|P1242	|1	|pch_serirq	|	|220217160650	|
Open Failure	|P1971	|1	|CPU_SERIRQ_DATA	|	|220217160651	|
Open Failure	|P2021	|1	|P3V3	|	|220217160651	|
Open Failure	|P1393	|1	|PMOD_P3V3_DIDT	|	|220217160651	|
Open Failure	|P673	|1	|FAN9_TACH_ZL	|	|220217160651	|
Open Failure	|P672	|1	|FAN9_TACH_CON	|	|220217160651	|
Open Failure	|P671	|1	|FAN8_TACH_ZL	|	|220217160651	|
Open Failure	|P670	|1	|FAN8_TACH_CON	|	|220217160651	|
Open Failure	|P667	|1	|FAN6_TACH_ZL	|	|220217160651	|
Open Failure	|P666	|1	|FAN6_TACH_CON	|	|220217160651	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220217160651	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220217160651	|
Open Failure	|P1317	|1	|pmb_spiflash_mosi	|	|220217160651	|
Open Failure	|P1702	|1	|srt_pmb_spiflash_mosi	|	|220217160651	|
Open Failure	|P2081	|1	|GND	|j2	|220217160651	|
Open Failure	|P1872	|1	|UNNAMED_4251_RES_I263_A	|	|220217160651	|
Open Failure	|P2081	|1	|GND	|j2	|220217160651	|
Open Failure	|P1973	|1	|ddr_a_dimm0_sa0	|	|220217160651	|
Open Failure	|P1580	|1	|serdes_pll_vssa	|	|220217160702	|
Open Failure	|P2081	|1	|GND	|j2	|220217160702	|
Open Failure	|P2043	|1	|PVCCSCFUSESUS	|	|220217160703	|
Open Failure	|P1448	|1	|PMOD_PVCCSCFUSESUS_DIDT	|	|220217160703	|
Open Failure	|P1242	|1	|pch_serirq	|	|220217160703	|
Open Failure	|P1971	|1	|CPU_SERIRQ_DATA	|	|220217160703	|
Open Failure	|P667	|1	|FAN6_TACH_ZL	|	|220217160703	|
Open Failure	|P666	|1	|FAN6_TACH_CON	|	|220217160703	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220217160703	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220217160703	|
Open Failure	|P2176	|1	|a1_2v	|	|220217160703	|
Open Failure	|P2029	|1	|PMOD_A1V2_VSENSE	|	|220217160703	|
Open Failure	|P2081	|1	|GND	|j2	|220217160703	|
Open Failure	|P1872	|1	|UNNAMED_4251_RES_I263_A	|	|220217160703	|
Open Failure	|P2043	|1	|PVCCSCFUSESUS	|	|220217160719	|
Open Failure	|P1448	|1	|PMOD_PVCCSCFUSESUS_DIDT	|	|220217160719	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220217160719	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220217160719	|
Open Failure	|P2081	|1	|GND	|j2	|220217160719	|
Open Failure	|P1872	|1	|UNNAMED_4251_RES_I263_A	|	|220217160719	|
Open Failure	|P2081	|1	|GND	|j2	|220217160736	|
Open Failure	|P1872	|1	|UNNAMED_4251_RES_I263_A	|	|220217160736	|
Open Failure	|P2081	|1	|GND	|j2	|220217160743	|
Open Failure	|P1872	|1	|UNNAMED_4251_RES_I263_A	|	|220217160743	|
Open Failure	|P2081	|1	|GND	|j2	|220217160754	|
Open Failure	|P1872	|1	|UNNAMED_4251_RES_I263_A	|	|220217160754	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220217160821	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220217160821	|
Open Failure	|P2081	|1	|GND	|j2	|220217160821	|
Open Failure	|P1872	|1	|UNNAMED_4251_RES_I263_A	|	|220217160821	|
Open Failure	|P724	|1	|FAN89_PRSNT_L_CON_ZL	|	|220217160959	|
Open Failure	|P723	|1	|FAN89_PRSNT_L_CON	|	|220217160959	|
Open Failure	|P1465	|1	|pseq_vmon_p12v	|	|220217160959	|
Open Failure	|P1217	|1	|p12v_good	|	|220217160959	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220217160959	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220217160959	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220217161006	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220217161006	|
Analog Failure	|P1611	|1	|spi0_10ge_flsh_clk_1v_c	|	|220217161201	|
Analog Failure	|P1612	|1	|SPI0_10GE_FLSH_CLK_1V_ST_C	|	|220217161201	|
Analog Failure	|P2140	|1	|GND	|h5	|220217161201	|
Analog Failure	|P2084	|1	|GND	|j2	|220217161203	|
Analog Failure	|P1215	|1	|P3V3_VBAT	|j2	|220217161203	|
Analog Failure	|P2084	|1	|GND	|j2	|220217161515	|
Analog Failure	|P1215	|1	|P3V3_VBAT	|j2	|220217161515	|
Analog Failure	|P2084	|1	|GND	|j2	|220217161603	|
Analog Failure	|P1215	|1	|P3V3_VBAT	|j2	|220217161603	|
Analog Failure	|P2084	|1	|GND	|j2	|220217161609	|
Analog Failure	|P1215	|1	|P3V3_VBAT	|j2	|220217161609	|
Analog Failure	|P2084	|1	|GND	|j2	|220217161612	|
Analog Failure	|P1215	|1	|P3V3_VBAT	|j2	|220217161612	|
Analog Failure	|P2084	|1	|GND	|j2	|220217161615	|
Analog Failure	|P1215	|1	|P3V3_VBAT	|j2	|220217161615	|
Analog Failure	|P2084	|1	|GND	|j2	|220217161616	|
Analog Failure	|P1215	|1	|P3V3_VBAT	|j2	|220217161616	|
Analog Failure	|P2084	|1	|GND	|j2	|220217161620	|
Analog Failure	|P1215	|1	|P3V3_VBAT	|j2	|220217161620	|
Analog Failure	|P1611	|1	|spi0_10ge_flsh_clk_1v_c	|	|220217161624	|
Analog Failure	|P1612	|1	|SPI0_10GE_FLSH_CLK_1V_ST_C	|	|220217161624	|
Analog Failure	|P1611	|1	|spi0_10ge_flsh_clk_1v_c	|	|220217161624	|
Analog Failure	|P1612	|1	|SPI0_10GE_FLSH_CLK_1V_ST_C	|	|220217161624	|
Analog Failure	|P1611	|1	|spi0_10ge_flsh_clk_1v_c	|	|220217161628	|
Analog Failure	|P1612	|1	|SPI0_10GE_FLSH_CLK_1V_ST_C	|	|220217161628	|
Analog Failure	|P1611	|1	|spi0_10ge_flsh_clk_1v_c	|	|220217161628	|
Analog Failure	|P1612	|1	|SPI0_10GE_FLSH_CLK_1V_ST_C	|	|220217161628	|
Analog Failure	|P1611	|1	|spi0_10ge_flsh_clk_1v_c	|	|220217161631	|
Analog Failure	|P1612	|1	|SPI0_10GE_FLSH_CLK_1V_ST_C	|	|220217161631	|
Analog Failure	|P1611	|1	|spi0_10ge_flsh_clk_1v_c	|	|220217161638	|
Analog Failure	|P1612	|1	|SPI0_10GE_FLSH_CLK_1V_ST_C	|	|220217161638	|
Analog Failure	|P1611	|1	|spi0_10ge_flsh_clk_1v_c	|	|220217161639	|
Analog Failure	|P1612	|1	|SPI0_10GE_FLSH_CLK_1V_ST_C	|	|220217161639	|
Analog Failure	|P1611	|1	|spi0_10ge_flsh_clk_1v_c	|	|220217161642	|
Analog Failure	|P1612	|1	|SPI0_10GE_FLSH_CLK_1V_ST_C	|	|220217161642	|
Analog Failure	|P1611	|1	|spi0_10ge_flsh_clk_1v_c	|	|220217161643	|
Analog Failure	|P1612	|1	|SPI0_10GE_FLSH_CLK_1V_ST_C	|	|220217161643	|
Analog Failure	|P1611	|1	|spi0_10ge_flsh_clk_1v_c	|	|220217161650	|
Analog Failure	|P1612	|1	|SPI0_10GE_FLSH_CLK_1V_ST_C	|	|220217161650	|
Analog Failure	|P2140	|1	|GND	|h5	|220217161657	|
Analog Failure	|P2140	|1	|GND	|h5	|220217161658	|
Analog Failure	|P2140	|1	|GND	|h5	|220217161707	|
Analog Failure	|P2084	|1	|GND	|j2	|220217161716	|
Analog Failure	|P1215	|1	|P3V3_VBAT	|j2	|220217161716	|
Analog Failure	|P2084	|1	|GND	|j2	|220217161722	|
Analog Failure	|P1215	|1	|P3V3_VBAT	|j2	|220217161722	|
Analog Failure	|P2084	|1	|GND	|j2	|220217161724	|
Analog Failure	|P1215	|1	|P3V3_VBAT	|j2	|220217161724	|
Analog Failure	|P2084	|1	|GND	|j2	|220217161725	|
Analog Failure	|P1215	|1	|P3V3_VBAT	|j2	|220217161725	|
