Failure type	|Probe	|Usage	|Node Name	|Device Name	|Date/Time	|
Open Failure	|P2077	|1	|m_ab_vref_r	|	|220219091520	|
Open Failure	|P2078	|1	|P5V	|	|220219091529	|
Open Failure	|P2058	|1	|UNNAMED_1508_CAP_I26_B	|	|220219091529	|
Open Failure	|P2078	|1	|P5V	|	|220219091848	|
Open Failure	|P2058	|1	|UNNAMED_1508_CAP_I26_B	|	|220219091848	|
Analog Failure	|P1187	|1	|mss_mddr_pll_vdda	|	|220219091918	|
Analog Failure	|P1188	|1	|mss_mddr_pll_vssa	|	|220219091918	|
Shorts Failure	|P1944	|1	|1g_phy_mdc	|	|220219092444	|
Shorts Failure	|P2012	|1	|i210_mdc_1g_phy	|	|220219092444	|
Shorts Failure	|P324	|1	|1g_phy_mdio	|	|220219092445	|
Shorts Failure	|P2013	|1	|i210_mdio_1g_phy	|	|220219092445	|
Open Failure	|P2078	|1	|P5V	|	|220219092453	|
Open Failure	|P2058	|1	|UNNAMED_1508_CAP_I26_B	|	|220219092453	|
Open Failure	|P2078	|1	|P5V	|	|220219092503	|
Open Failure	|P2058	|1	|UNNAMED_1508_CAP_I26_B	|	|220219092503	|
Open Failure	|P2078	|1	|P5V	|	|220219092512	|
Open Failure	|P2058	|1	|UNNAMED_1508_CAP_I26_B	|	|220219092512	|
Open Failure	|P2078	|1	|P5V	|	|220219092521	|
Open Failure	|P2058	|1	|UNNAMED_1508_CAP_I26_B	|	|220219092521	|
Open Failure	|P2078	|1	|P5V	|	|220219092530	|
Open Failure	|P2058	|1	|UNNAMED_1508_CAP_I26_B	|	|220219092530	|
Analog Failure	|P2084	|1	|GND	|j2	|220219092654	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|j2	|220219092654	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|	|220219092746	|
Analog Failure	|P1397	|1	|PMOD_P3V3_PCH_EN_R	|	|220219092746	|
Analog Failure	|P2084	|1	|GND	|j2	|220219092746	|
Analog Failure	|P1262	|1	|PD_CLKIN_GND4_NEG_C	|j2	|220219092746	|
Analog Failure	|P2084	|1	|GND	|j2	|220219092748	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|j2	|220219092749	|
Analog Failure	|P2084	|1	|GND	|j2	|220219092827	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|j2	|220219092827	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|	|220219092827	|
Analog Failure	|P1397	|1	|PMOD_P3V3_PCH_EN_R	|	|220219092827	|
Analog Failure	|P2084	|1	|GND	|j2	|220219092827	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|j2	|220219092827	|
Analog Failure	|P2084	|1	|GND	|j2	|220219092834	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|j2	|220219092834	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|	|220219092834	|
Analog Failure	|P1397	|1	|PMOD_P3V3_PCH_EN_R	|	|220219092834	|
Analog Failure	|P2084	|1	|GND	|j2	|220219092834	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|j2	|220219092834	|
Analog Failure	|P2084	|1	|GND	|j2	|220219092841	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|j2	|220219092841	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|	|220219092841	|
Analog Failure	|P1397	|1	|PMOD_P3V3_PCH_EN_R	|	|220219092841	|
Analog Failure	|P2084	|1	|GND	|j2	|220219092841	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|j2	|220219092841	|
Analog Failure	|P2084	|1	|GND	|j2	|220219092847	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|j2	|220219092847	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|	|220219092847	|
Analog Failure	|P1397	|1	|PMOD_P3V3_PCH_EN_R	|	|220219092847	|
Analog Failure	|P2084	|1	|GND	|j2	|220219092847	|
Analog Failure	|P1396	|1	|PMOD_P3V3_PCH_EN_IN	|j2	|220219092847	|
Shorts Failure	|P1944	|1	|1g_phy_mdc	|	|220219093536	|
Shorts Failure	|P2012	|1	|i210_mdc_1g_phy	|	|220219093536	|
Shorts Failure	|P324	|1	|1g_phy_mdio	|	|220219093536	|
Shorts Failure	|P2013	|1	|i210_mdio_1g_phy	|	|220219093536	|
TestJet Failure	|P791	|1	|fpga_mux_sclk	|	|220219093722	|
Shorts Failure	|P1944	|1	|1g_phy_mdc	|	|220219094241	|
Shorts Failure	|P2012	|1	|i210_mdc_1g_phy	|	|220219094241	|
Shorts Failure	|P324	|1	|1g_phy_mdio	|	|220219094242	|
Shorts Failure	|P2013	|1	|i210_mdio_1g_phy	|	|220219094242	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220219102233	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220219102233	|
Open Failure	|P2081	|1	|GND	|j2	|220219102233	|
Open Failure	|P1974	|1	|ddr_a_dimm0_sa1	|	|220219102233	|
TestJet Failure	|P77	|1	|jtag_bdx_tms	|	|220219102245	|
TestJet Failure	|P77	|1	|jtag_bdx_tms	|	|220219102254	|
TestJet Failure	|P77	|1	|jtag_bdx_tms	|	|220219102303	|
TestJet Failure	|P63	|1	|cpu_sec_boot_jtag_tdo	|	|220219102303	|
TestJet Failure	|P63	|1	|cpu_sec_boot_jtag_tdo	|	|220219102304	|
TestJet Failure	|P77	|1	|jtag_bdx_tms	|	|220219102312	|
TestJet Failure	|P77	|1	|jtag_bdx_tms	|	|220219102320	|
TestJet Failure	|P77	|1	|jtag_bdx_tms	|	|220219102329	|
Shorts Failure	|P1944	|1	|1g_phy_mdc	|	|220219103202	|
Shorts Failure	|P2012	|1	|i210_mdc_1g_phy	|	|220219103202	|
Shorts Failure	|P324	|1	|1g_phy_mdio	|	|220219103203	|
Shorts Failure	|P2013	|1	|i210_mdio_1g_phy	|	|220219103203	|
Open Failure	|P57	|1	|cpld_jtag_tdi	|	|220219103756	|
Open Failure	|P1765	|1	|unnamed_59_pi3b3257pg_i152_ib0	|	|220219103756	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220219103756	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220219103756	|
Open Failure	|P78	|1	|jtag_bmc_fpga_tdi	|	|220219103756	|
Open Failure	|P80	|1	|jtag_bmc_fpga_tdo_r	|	|220219103756	|
Open Failure	|P85	|1	|jtag_cpu_fpga_tdo	|	|220219103756	|
Open Failure	|P78	|1	|jtag_bmc_fpga_tdi	|	|220219103756	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219103756	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219103756	|
Open Failure	|P57	|1	|cpld_jtag_tdi	|	|220219103805	|
Open Failure	|P1765	|1	|unnamed_59_pi3b3257pg_i152_ib0	|	|220219103805	|
Open Failure	|P1714	|1	|SVID_CLK_R_C	|	|220219103805	|
Open Failure	|P1713	|1	|SVID_CLK_C	|	|220219103805	|
Open Failure	|P78	|1	|jtag_bmc_fpga_tdi	|	|220219103805	|
Open Failure	|P80	|1	|jtag_bmc_fpga_tdo_r	|	|220219103805	|
Open Failure	|P85	|1	|jtag_cpu_fpga_tdo	|	|220219103805	|
Open Failure	|P78	|1	|jtag_bmc_fpga_tdi	|	|220219103806	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219103806	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219103806	|
Open Failure	|P57	|1	|cpld_jtag_tdi	|	|220219103814	|
Open Failure	|P1765	|1	|unnamed_59_pi3b3257pg_i152_ib0	|	|220219103815	|
Open Failure	|P1714	|1	|SVID_CLK_R_C	|	|220219103815	|
Open Failure	|P1713	|1	|SVID_CLK_C	|	|220219103815	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219103815	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219103815	|
Open Failure	|P57	|1	|cpld_jtag_tdi	|	|220219103824	|
Open Failure	|P1765	|1	|unnamed_59_pi3b3257pg_i152_ib0	|	|220219103824	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219103824	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219103824	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219103833	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219103833	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219103842	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219103842	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219103851	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219103852	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219103901	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219103901	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219103910	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219103910	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219104542	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219104542	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219104551	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219104551	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219104600	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219104600	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219104609	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219104609	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219104618	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219104618	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219104628	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219104628	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219104637	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219104637	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219104646	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219104646	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219104655	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219104655	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219104800	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219104800	|
Open Failure	|P788	|1	|fpga_golden_wp_l	|	|220219104809	|
Open Failure	|P355	|1	|bios_golden_wp_r	|	|220219104809	|
Analog Failure	|P355	|1	|bios_golden_wp_r	|	|220219104955	|
Analog Failure	|P788	|1	|fpga_golden_wp_l	|	|220219104955	|
Analog Failure	|P2160	|1	|GND	|u1a_skt_c	|220219104957	|
Analog Failure	|P1564	|1	|RST_SRTCRST_L_C	|u1a_skt_c	|220219104957	|
Analog Failure	|P355	|1	|bios_golden_wp_r	|	|220219105005	|
Analog Failure	|P788	|1	|fpga_golden_wp_l	|	|220219105005	|
Analog Failure	|P2160	|1	|GND	|u1a_skt_c	|220219105005	|
Analog Failure	|P1564	|1	|RST_SRTCRST_L_C	|u1a_skt_c	|220219105005	|
Analog Failure	|P355	|1	|bios_golden_wp_r	|	|220219105012	|
Analog Failure	|P788	|1	|fpga_golden_wp_l	|	|220219105012	|
Analog Failure	|P2160	|1	|GND	|u1a_skt_c	|220219105012	|
Analog Failure	|P1564	|1	|RST_SRTCRST_L_C	|u1a_skt_c	|220219105012	|
Analog Failure	|P355	|1	|bios_golden_wp_r	|	|220219105019	|
Analog Failure	|P788	|1	|fpga_golden_wp_l	|	|220219105019	|
Analog Failure	|P2160	|1	|GND	|u1a_skt_c	|220219105019	|
Analog Failure	|P1564	|1	|RST_SRTCRST_L_C	|u1a_skt_c	|220219105019	|
Analog Failure	|P355	|1	|bios_golden_wp_r	|	|220219105025	|
Analog Failure	|P788	|1	|fpga_golden_wp_l	|	|220219105025	|
Analog Failure	|P2160	|1	|GND	|u1a_skt_c	|220219105025	|
Analog Failure	|P1564	|1	|RST_SRTCRST_L_C	|u1a_skt_c	|220219105025	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220219105246	|
Open Failure	|P1707	|1	|srt_spi_boot_mosi	|	|220219105246	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220219105246	|
Open Failure	|P1953	|1	|bm_spi_flsh_mosi	|	|220219105246	|
Open Failure	|P2043	|1	|PVCCSCFUSESUS	|	|220219105246	|
Open Failure	|P1448	|1	|PMOD_PVCCSCFUSESUS_DIDT	|	|220219105246	|
Open Failure	|P673	|1	|FAN9_TACH_ZL	|	|220219105246	|
Open Failure	|P672	|1	|FAN9_TACH_CON	|	|220219105246	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220219105246	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220219105246	|
Open Failure	|P1276	|1	|PD_CPU_RSVD_BT62_C	|	|220219105255	|
Open Failure	|P2081	|1	|GND	|j2	|220219105255	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220219105255	|
Open Failure	|P1707	|1	|srt_spi_boot_mosi	|	|220219105256	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220219105256	|
Open Failure	|P1953	|1	|bm_spi_flsh_mosi	|	|220219105256	|
TestJet Failure	|P1674	|1	|srt_clk50m_ncsi	|	|220219105308	|
TestJet Failure	|P1674	|1	|srt_clk50m_ncsi	|	|220219105317	|
TestJet Failure	|P1674	|1	|srt_clk50m_ncsi	|	|220219105326	|
Shorts Failure	|P1944	|1	|1g_phy_mdc	|	|220219105905	|
Shorts Failure	|P2012	|1	|i210_mdc_1g_phy	|	|220219105905	|
Shorts Failure	|P324	|1	|1g_phy_mdio	|	|220219105906	|
Shorts Failure	|P2013	|1	|i210_mdio_1g_phy	|	|220219105906	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110114	|
Open Failure	|P2053	|1	|spi_fpga_cs0_l	|	|220219110114	|
Open Failure	|P1619	|1	|spi0_pch_cs0_l_c	|	|220219110114	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110114	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220219110114	|
Open Failure	|P1707	|1	|srt_spi_boot_mosi	|	|220219110114	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220219110115	|
Open Failure	|P1953	|1	|bm_spi_flsh_mosi	|	|220219110115	|
Open Failure	|P661	|1	|FAN4_TACH_ZL	|	|220219110115	|
Open Failure	|P660	|1	|FAN4_TACH_CON	|	|220219110115	|
Open Failure	|P724	|1	|FAN89_PRSNT_L_CON_ZL	|	|220219110115	|
Open Failure	|P723	|1	|FAN89_PRSNT_L_CON	|	|220219110115	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110124	|
Open Failure	|P2053	|1	|spi_fpga_cs0_l	|	|220219110124	|
Open Failure	|P1619	|1	|spi0_pch_cs0_l_c	|	|220219110124	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110124	|
Open Failure	|P724	|1	|FAN89_PRSNT_L_CON_ZL	|	|220219110124	|
Open Failure	|P723	|1	|FAN89_PRSNT_L_CON	|	|220219110124	|
Open Failure	|P2081	|1	|GND	|j2	|220219110124	|
Open Failure	|P1322	|1	|PMOD_5V0_SW_SN	|	|220219110124	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110133	|
Open Failure	|P2053	|1	|spi_fpga_cs0_l	|	|220219110133	|
Open Failure	|P1619	|1	|spi0_pch_cs0_l_c	|	|220219110134	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110134	|
Open Failure	|P724	|1	|FAN89_PRSNT_L_CON_ZL	|	|220219110134	|
Open Failure	|P723	|1	|FAN89_PRSNT_L_CON	|	|220219110134	|
Open Failure	|P2081	|1	|GND	|j2	|220219110134	|
Open Failure	|P1322	|1	|PMOD_5V0_SW_SN	|	|220219110134	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110142	|
Open Failure	|P2053	|1	|spi_fpga_cs0_l	|	|220219110142	|
Open Failure	|P1619	|1	|spi0_pch_cs0_l_c	|	|220219110142	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110142	|
Open Failure	|P724	|1	|FAN89_PRSNT_L_CON_ZL	|	|220219110142	|
Open Failure	|P723	|1	|FAN89_PRSNT_L_CON	|	|220219110143	|
Open Failure	|P2081	|1	|GND	|j2	|220219110143	|
Open Failure	|P1322	|1	|PMOD_5V0_SW_SN	|	|220219110143	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110151	|
Open Failure	|P2053	|1	|spi_fpga_cs0_l	|	|220219110151	|
Open Failure	|P1619	|1	|spi0_pch_cs0_l_c	|	|220219110151	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110151	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110201	|
Open Failure	|P2053	|1	|spi_fpga_cs0_l	|	|220219110201	|
Open Failure	|P1619	|1	|spi0_pch_cs0_l_c	|	|220219110201	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110201	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110210	|
Open Failure	|P2053	|1	|spi_fpga_cs0_l	|	|220219110210	|
Open Failure	|P1619	|1	|spi0_pch_cs0_l_c	|	|220219110210	|
Open Failure	|P1817	|1	|unnamed_152_pi5a3157_i24_a_c	|	|220219110210	|
TestJet Failure	|P77	|1	|jtag_bdx_tms	|	|220219110222	|
TestJet Failure	|P816	|1	|hold_obfl	|	|220219110223	|
TestJet Failure	|P77	|1	|jtag_bdx_tms	|	|220219110231	|
TestJet Failure	|P816	|1	|hold_obfl	|	|220219110231	|
TestJet Failure	|P77	|1	|jtag_bdx_tms	|	|220219110240	|
TestJet Failure	|P77	|1	|jtag_bdx_tms	|	|220219110249	|
TestJet Failure	|P816	|1	|hold_obfl	|	|220219110249	|
TestJet Failure	|P77	|1	|jtag_bdx_tms	|	|220219110257	|
TestJet Failure	|P816	|1	|hold_obfl	|	|220219110258	|
TestJet Failure	|P77	|1	|jtag_bdx_tms	|	|220219110306	|
Analog Failure	|P1323	|1	|PMOD_5V0_VOSEN	|bma2_tp1	|220219110507	|
Analog Failure	|P1739	|1	|UNNAMED_13_CAP_I35_A	|bma2_tp1	|220219110507	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110507	|
Analog Failure	|P1517	|1	|PVCCKRHV	|j2	|220219110507	|
Analog Failure	|P1518	|1	|PVCCKRHV_FB	|	|220219110547	|
Analog Failure	|P1754	|1	|UNNAMED_33_CAP_I22_B	|	|220219110547	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110547	|
Analog Failure	|P1518	|1	|PVCCKRHV_FB	|j2	|220219110547	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110547	|
Analog Failure	|P1517	|1	|PVCCKRHV	|j2	|220219110547	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110623	|
Analog Failure	|P1517	|1	|PVCCKRHV	|j2	|220219110623	|
Analog Failure	|P1518	|1	|PVCCKRHV_FB	|	|220219110623	|
Analog Failure	|P1754	|1	|UNNAMED_33_CAP_I22_B	|	|220219110623	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110623	|
Analog Failure	|P1518	|1	|PVCCKRHV_FB	|j2	|220219110623	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110624	|
Analog Failure	|P1517	|1	|PVCCKRHV	|j2	|220219110624	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110630	|
Analog Failure	|P1517	|1	|PVCCKRHV	|j2	|220219110630	|
Analog Failure	|P1518	|1	|PVCCKRHV_FB	|	|220219110631	|
Analog Failure	|P1754	|1	|UNNAMED_33_CAP_I22_B	|	|220219110631	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110631	|
Analog Failure	|P1518	|1	|PVCCKRHV_FB	|j2	|220219110631	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110631	|
Analog Failure	|P1517	|1	|PVCCKRHV	|j2	|220219110631	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110638	|
Analog Failure	|P1517	|1	|PVCCKRHV	|j2	|220219110638	|
Analog Failure	|P1518	|1	|PVCCKRHV_FB	|	|220219110638	|
Analog Failure	|P1754	|1	|UNNAMED_33_CAP_I22_B	|	|220219110638	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110638	|
Analog Failure	|P1518	|1	|PVCCKRHV_FB	|j2	|220219110638	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110639	|
Analog Failure	|P1517	|1	|PVCCKRHV	|j2	|220219110639	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110646	|
Analog Failure	|P1517	|1	|PVCCKRHV	|j2	|220219110646	|
Analog Failure	|P1518	|1	|PVCCKRHV_FB	|	|220219110646	|
Analog Failure	|P1754	|1	|UNNAMED_33_CAP_I22_B	|	|220219110646	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110646	|
Analog Failure	|P1518	|1	|PVCCKRHV_FB	|j2	|220219110646	|
Analog Failure	|P2084	|1	|GND	|j2	|220219110647	|
Analog Failure	|P1517	|1	|PVCCKRHV	|j2	|220219110647	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220219110820	|
Open Failure	|P1707	|1	|srt_spi_boot_mosi	|	|220219110820	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220219110820	|
Open Failure	|P1953	|1	|bm_spi_flsh_mosi	|	|220219110820	|
Open Failure	|P1201	|1	|P1V5_PCH_2	|	|220219110820	|
Open Failure	|P1726	|1	|UNNAMED_6_CAP_I17_B	|	|220219110820	|
Open Failure	|P2182	|1	|p2v5_vpp_2	|	|220219110821	|
Open Failure	|P1386	|1	|PMOD_P2V5_DIDT	|	|220219110821	|
Open Failure	|P1632	|1	|SPI_BOOT_CLK	|	|220219110821	|
Open Failure	|P1951	|1	|bm_spi_flsh_clk	|	|220219110821	|
Open Failure	|P2081	|1	|GND	|j2	|220219110821	|
Open Failure	|P1322	|1	|PMOD_5V0_SW_SN	|	|220219110821	|
Open Failure	|P1632	|1	|SPI_BOOT_CLK	|	|220219110830	|
Open Failure	|P1951	|1	|bm_spi_flsh_clk	|	|220219110830	|
Open Failure	|P78	|1	|jtag_bmc_fpga_tdi	|	|220219110830	|
Open Failure	|P80	|1	|jtag_bmc_fpga_tdo_r	|	|220219110830	|
Open Failure	|P1201	|1	|P1V5_PCH_2	|	|220219110839	|
Open Failure	|P1726	|1	|UNNAMED_6_CAP_I17_B	|	|220219110839	|
Open Failure	|P1201	|1	|P1V5_PCH_2	|	|220219110848	|
Open Failure	|P1726	|1	|UNNAMED_6_CAP_I17_B	|	|220219110848	|
Open Failure	|P78	|1	|jtag_bmc_fpga_tdi	|	|220219110848	|
Open Failure	|P80	|1	|jtag_bmc_fpga_tdo_r	|	|220219110848	|
Open Failure	|P1201	|1	|P1V5_PCH_2	|	|220219110857	|
Open Failure	|P1726	|1	|UNNAMED_6_CAP_I17_B	|	|220219110857	|
Open Failure	|P1462	|1	|pmod_vob_vsense_n_m1	|	|220219110907	|
Open Failure	|P1909	|1	|VP1P05_VCCSCSUS_SNS_CPU_KN	|	|220219110907	|
Open Failure	|P1462	|1	|pmod_vob_vsense_n_m1	|	|220219110916	|
Open Failure	|P1909	|1	|VP1P05_VCCSCSUS_SNS_CPU_KN	|	|220219110916	|
Open Failure	|P1201	|1	|P1V5_PCH_2	|	|220219110925	|
Open Failure	|P1726	|1	|UNNAMED_6_CAP_I17_B	|	|220219110925	|
Open Failure	|P1462	|1	|pmod_vob_vsense_n_m1	|	|220219110934	|
Open Failure	|P1909	|1	|VP1P05_VCCSCSUS_SNS_CPU_KN	|	|220219110934	|
Shorts Failure	|P1944	|1	|1g_phy_mdc	|	|220219111601	|
Shorts Failure	|P2012	|1	|i210_mdc_1g_phy	|	|220219111601	|
Shorts Failure	|P324	|1	|1g_phy_mdio	|	|220219111601	|
Shorts Failure	|P2013	|1	|i210_mdio_1g_phy	|	|220219111601	|
Open Failure	|P1731	|1	|UNNAMED_7_RES_I3_B	|	|220219112250	|
Open Failure	|P1388	|1	|pmod_p2v5_vpp_en	|	|220219112250	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220219112301	|
Open Failure	|P1707	|1	|srt_spi_boot_mosi	|	|220219112301	|
Open Failure	|P1636	|1	|SPI_BOOT_MOSI	|	|220219112301	|
Open Failure	|P1953	|1	|bm_spi_flsh_mosi	|	|220219112301	|
