{@BATCH|Board1|Rev|3286|1||Grading|210731160414|Grader|Cisco-06|testplan_bdg|i3070 09.10p WN(full)
{@BTEST|Analog Incircuit Vacuum off|01|210731160414|000182|0|all||n|1|210731160716||1
}
{@BLOCK|c1232_r0|01
{@A-CAP|1|+2.326931E-11}
}
{@BLOCK|c972_r1|01
{@A-CAP|1|+2.316210E-11}
}
{@BLOCK|c972_r2|01
{@A-CAP|1|+2.605736E-11}
}
{@BLOCK|c972_r3|01
{@A-CAP|1|+2.316210E-11}
}
{@BLOCK|c973_r0|01
{@A-CAP|1|+1.447631E-11}
}
{@BLOCK|c973_r1|01
{@A-CAP|1|+1.447631E-11}
}
{@BLOCK|c973_r2|01
{@A-CAP|1|+2.605736E-11}
}
{@BLOCK|c973_r3|01
{@A-CAP|1|+8.685787E-12}
}
{@BLOCK|c13_1_qa|01
{@A-CAP|1|+1.375217E-07}
}
{@BLOCK|c844_sa|01
{@A-CAP|1|+4.157711E-11}
}
{@BLOCK|c1206|01
{@A-CAP|1|+7.202895E-11}
}
{@BLOCK|c1954_sa|01
{@A-CAP|1|+2.885771E-11}
}
{@BLOCK|c1955_sa|01
{@A-CAP|1|+3.174348E-11}
}
{@BLOCK|c01_q3v3r|01
{@A-CAP|1|+6.650227E-11}
}
{@BLOCK|c13_91_rr|01
{@A-CAP|1|+4.546888E-08}
}
{@BLOCK|c02_q3v3r|01
{@A-CAP|1|+6.485360E-11}
}
{@BLOCK|c668|01
{@A-CAP|1|+3.343673E-11}
}
{@BLOCK|c340|01
{@A-CAP|1|+2.877847E-10}
}
{@BLOCK|c182|01
{@A-CAP|1|+6.380647E-11}
}
{@BLOCK|c1367_r0|01
{@A-CAP|1|+4.365812E-11}
}
{@BLOCK|c1367_r1|01
{@A-CAP|1|+3.433862E-11}
}
{@BLOCK|c1367_r2|01
{@A-CAP|1|+4.121986E-11}
}
{@BLOCK|c1367_r3|01
{@A-CAP|1|+3.430580E-11}
}
{@BLOCK|c8_99|01
{@A-CAP|1|+9.999999E+99}
}
{@BLOCK|c2|01
{@A-CAP|1|-2.625519E-15}
}
{@BLOCK|c05_q3v3r|01
{@A-CAP|1|-1.769255E-12}
}
{@BLOCK|c05_rr|01
{@A-CAP|1|+8.619480E-14}
}
{@BLOCK|c06_q3v3r|01
{@A-CAP|1|+1.464905E-15}
}
{@BLOCK|c06_rr|01
{@A-CAP|1|-1.846263E-14}
}
{@BLOCK|c12_ra|01
{@A-CAP|1|+2.876250E-10}
}
{@BLOCK|c03_q3v3r|01
{@A-CAP|1|+6.097087E-11}
}
{@BLOCK|c03_qa|01
{@A-CAP|1|+6.139542E-11}
}
{@BLOCK|c03_rr|01
{@A-CAP|1|+4.284149E-11}
}
{@BLOCK|c04_q3v3r|01
{@A-CAP|1|+4.168973E-11}
}
{@BLOCK|c04_qa|01
{@A-CAP|1|+4.172287E-11}
}
{@BLOCK|c04_rr|01
{@A-CAP|1|+6.160635E-11}
}
{@BLOCK|c05_qa|01
{@A-CAP|1|+4.173283E-11}
}
{@BLOCK|c6_qd|01
{@A-CAP|1|+4.535478E-11}
}
{@BLOCK|c06_qa|01
{@A-CAP|1|+2.652511E-11}
}
{@BLOCK|c10_qd|01
{@A-CAP|1|+4.244017E-11}
}
{@BLOCK|c16|01
{@A-CAP|1|+3.501314E-11}
}
{@BLOCK|c448|01
{@A-CAP|1|+2.970812E-11}
}
{@BLOCK|c449|01
{@A-CAP|1|+1.732974E-11}
}
{@BLOCK|c469|01
{@A-CAP|1|+4.208650E-11}
}
{@BLOCK|c06_1v8b|01
{@A-CAP|1|+1.159793E-10}
}
{@BLOCK|c06_3v3b|01
{@A-CAP|1|+1.159793E-10}
}
{@BLOCK|c06_p1|01
{@A-CAP|1|+1.159793E-10}
}
{@BLOCK|c06_p3v3|01
{@A-CAP|1|+1.159793E-10}
}
{@BLOCK|c7_99|01
{@A-CAP|1|+5.807350E-10}
}
{@BLOCK|c13_98_qa|01
{@A-CAP|1|+9.999999E+99}
}
{@BLOCK|c8_qd|01
{@A-CAP|1|+9.400144E-11}
}
{@BLOCK|c9_adv|01
{@A-CAP|1|-5.062831E-16}
}
{@BLOCK|c7_qd|01
{@A-CAP|1|+1.934108E-11}
}
{@BLOCK|c10_qa|01
{@A-CAP|1|+1.938213E-11}
}
{@BLOCK|c62|01
{@A-CAP|1|+2.965354E-11}
}
{@BLOCK|c173|01
{@A-CAP|1|+3.000656E-11}
}
{@BLOCK|c06_1_qa|01
{@A-CAP|1|+4.337505E-11}
}
{@BLOCK|c06_01_qd|01
{@A-CAP|1|+2.891670E-11}
}
{@BLOCK|c06_02_qd|01
{@A-CAP|1|+4.337505E-11}
}
{@BLOCK|c06_03_qd|01
{@A-CAP|1|+4.337505E-11}
}
{@BLOCK|c06_04_qd|01
{@A-CAP|1|+1.445835E-11}
}
{@BLOCK|c06_05_qd|01
{@A-CAP|1|+4.337505E-11}
}
{@BLOCK|c06_06_qd|01
{@A-CAP|1|+4.337505E-11}
}
{@BLOCK|c06_07_qd|01
{@A-CAP|1|+2.891670E-11}
}
{@BLOCK|c06_08_qd|01
{@A-CAP|1|+2.891670E-11}
}
{@BLOCK|c03_ra|01
{@A-CAP|1|+9.190446E-14}
}
{@BLOCK|c10_q3v3r|01
{@A-CAP|1|+1.555650E-11}
}
{@BLOCK|c10_rr|01
{@A-CAP|1|+1.585977E-11}
}
{@BLOCK|c1232_r1|01
{@A-CAP|1|+2.617797E-11}
}
{@BLOCK|c1232_r2|01
{@A-CAP|1|+2.326931E-11}
}
{@BLOCK|c1232_r3|01
{@A-CAP|1|+2.617797E-11}
}
{@BLOCK|c1233_r0|01
{@A-CAP|1|+3.781262E-11}
}
{@BLOCK|c1233_r1|01
{@A-CAP|1|+2.617797E-11}
}
{@BLOCK|c1233_r2|01
{@A-CAP|1|+2.036064E-11}
}
{@BLOCK|c1233_r3|01
{@A-CAP|1|+2.908663E-11}
}
{@BLOCK|c06_10_qd|01
{@A-CAP|1|+1.445835E-11}
}
{@BLOCK|c06_11_qd|01
{@A-CAP|1|+1.445835E-11}
}
{@BLOCK|c06_12_qd|01
{@A-CAP|1|+0.000000E+00}
}
{@BLOCK|c06_13_qd|01
{@A-CAP|1|+2.891670E-11}
}
{@BLOCK|c06_14_qd|01
{@A-CAP|1|+1.445835E-11}
}
{@BLOCK|c06_15_qd|01
{@A-CAP|1|+4.337505E-11}
}
{@BLOCK|c06_16_qd|01
{@A-CAP|1|+4.337505E-11}
}
{@BLOCK|c7_adv|01
{@A-CAP|1|+1.975691E-10}
}
{@BLOCK|c14_adv|01
{@A-CAP|1|+9.664939E-11}
}
{@BLOCK|c341|01
{@A-CAP|1|+7.194618E-11}
}
{@BLOCK|c06_91_q3v3r|01
{@A-CAP|1|+2.891670E-11}
}
{@BLOCK|c06_92_rr|01
{@A-CAP|1|+1.452005E-11}
}
{@BLOCK|c06_92_q3v3r|01
{@A-CAP|1|+2.891670E-11}
}
{@BLOCK|c06_92_qa|01
{@A-CAP|1|+2.891670E-11}
}
{@BLOCK|c06_93_q3v3r|01
{@A-CAP|1|+2.891670E-11}
}
{@BLOCK|c06_94_q3v3r|01
{@A-CAP|1|+4.337505E-11}
}
{@BLOCK|c06_96_q3v3r|01
{@A-CAP|1|+2.891670E-11}
}
{@BLOCK|c06_97_q3v3r|01
{@A-CAP|1|+4.337505E-11}
}
{@BLOCK|c06_97_rr|01
{@A-CAP|1|+1.445835E-11}
}
{@BLOCK|c06_98_q3v3r|01
{@A-CAP|1|+2.891670E-11}
}
{@BLOCK|c11_ra|01
{@A-CAP|1|+2.881793E-11}
}
{@BLOCK|c06_93_rr|01
{@A-CAP|1|+2.904011E-11}
}
{@BLOCK|c06_98_rr|01
{@A-CAP|1|+4.356016E-11}
}
{@BLOCK|c06_98_qa|01
{@A-CAP|1|+1.445835E-11}
}
{@BLOCK|c103|01
{@A-CAP|1|+5.800366E-11}
}
{@BLOCK|c11_p1|01
{@A-CAP|1|+1.833197E-07}
}
{@BLOCK|c75_q0|01
{@A-CAP|1|+6.529034E-11}
}
{@BLOCK|c75_q8|01
{@A-CAP|1|+3.630430E-11}
}
{@BLOCK|c75_q1|01
{@A-CAP|1|+4.352689E-11}
}
{@BLOCK|c75_q2|01
{@A-CAP|1|+2.901793E-11}
}
{@BLOCK|c75_q3|01
{@A-CAP|1|+4.352689E-11}
}
{@BLOCK|c75_q4|01
{@A-CAP|1|+3.627241E-11}
}
{@BLOCK|c75_q5|01
{@A-CAP|1|+2.901793E-11}
}
{@BLOCK|c75_q6|01
{@A-CAP|1|+3.627241E-11}
}
{@BLOCK|c75_q7|01
{@A-CAP|1|+4.352689E-11}
}
{@BLOCK|c147_q0|01
{@A-CAP|1|+5.803586E-11}
}
{@BLOCK|c75_q9|01
{@A-CAP|1|+4.356516E-11}
}
{@BLOCK|c75_q10|01
{@A-CAP|1|+2.904344E-11}
}
{@BLOCK|c75_q11|01
{@A-CAP|1|+3.630430E-11}
}
{@BLOCK|c75_q12|01
{@A-CAP|1|+3.630430E-11}
}
{@BLOCK|c75_q13|01
{@A-CAP|1|+1.452172E-11}
}
{@BLOCK|c75_q14|01
{@A-CAP|1|+2.178258E-11}
}
{@BLOCK|c75_q15|01
{@A-CAP|1|+1.452172E-11}
}
{@BLOCK|c147_q8|01
{@A-CAP|1|+3.630430E-11}
}
{@BLOCK|c147_q1|01
{@A-CAP|1|+5.803586E-11}
}
{@BLOCK|c147_q2|01
{@A-CAP|1|+4.352689E-11}
}
{@BLOCK|c147_q3|01
{@A-CAP|1|+5.078138E-11}
}
{@BLOCK|c147_q4|01
{@A-CAP|1|+5.803586E-11}
}
{@BLOCK|c147_q5|01
{@A-CAP|1|+5.078138E-11}
}
{@BLOCK|c147_q6|01
{@A-CAP|1|+2.901793E-11}
}
{@BLOCK|c147_q7|01
{@A-CAP|1|+2.901793E-11}
}
{@BLOCK|c9_qd|01
{@A-CAP|1|+3.515750E-13}
}
{@BLOCK|c09_1v8b|01
{@A-CAP|1|-3.580100E-16}
}
{@BLOCK|c09_3v3b|01
{@A-CAP|1|+2.804598E-15}
}
{@BLOCK|c26_1v8b|01
{@A-CAP|1|+0.000000E+00}
}
{@BLOCK|c26_3v3b|01
{@A-CAP|1|+0.000000E+00}
}
{@BLOCK|c23_im|01
{@A-CAP|1|+5.279723E-14}
}
{@BLOCK|c147_q9|01
{@A-CAP|1|+2.904344E-11}
}
{@BLOCK|c147_q10|01
{@A-CAP|1|+2.904344E-11}
}
{@BLOCK|c147_q11|01
{@A-CAP|1|+4.356516E-11}
}
{@BLOCK|c147_q12|01
{@A-CAP|1|+3.630430E-11}
}
{@BLOCK|c147_q13|01
{@A-CAP|1|+2.904344E-11}
}
{@BLOCK|c147_q14|01
{@A-CAP|1|+2.904344E-11}
}
{@BLOCK|c147_q15|01
{@A-CAP|1|+2.904344E-11}
}
{@BLOCK|c339|01
{@A-CAP|1|+5.059663E-11}
}
{@BLOCK|c31|01
{@A-CAP|1|-2.740310E-14}
}
{@BLOCK|c33|01
{@A-CAP|1|+1.635372E-14}
}
{@BLOCK|c15_ra|01
{@A-CAP|1|+1.061374E-13}
}
{@BLOCK|c16_adv|01
{@A-CAP|1|+1.820051E-14}
}
{@BLOCK|c67|01
{@A-CAP|1|+1.010243E-15}
}
{@BLOCK|c142|01
{@A-CAP|1|+1.508339E-15}
}
{@BLOCK|c29|01
{@A-CAP|1|+2.655551E-14}
}
{@BLOCK|c41|01
{@A-CAP|1|+1.770367E-14}
}
{@BLOCK|r1_im|01
{@A-RES|1|+1.865162E+08}
}
{@BLOCK|r14|01
{@A-RES|1|-1.684991E+08}
}
{@BLOCK|r1_99|01
{@A-RES|1|-6.587036E+06}
}
{@BLOCK|r2_im|01
{@A-RES|1|+1.865162E+08}
}
{@BLOCK|r201_im|01
{@A-RES|1|+1.691453E+08}
}
{@BLOCK|r1_qd|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r20_q3v3r|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r20_qa|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r20_rr|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r21_q3v3r|01
{@A-RES|1|+3.145228E+07}
}
{@BLOCK|r21_qa|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r21_rr|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r25_qd|01
{@A-RES|1|+3.145228E+07}
}
{@BLOCK|r29_q3v3r|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r29_rr|01
{@A-RES|1|+1.024283E+08}
}
{@BLOCK|r31_qd|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r32_qd|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r01_q3v3r|01
{@A-RES|1|+3.031761E+05}
}
{@BLOCK|r03_q3v3r|01
{@A-RES|1|+1.819029E+06}
}
{@BLOCK|r23_1v8b|01
{@A-RES|1|-1.541374E+08}
}
{@BLOCK|r23_3v3b|01
{@A-RES|1|-1.684991E+08}
}
{@BLOCK|r1241|01
{@A-RES|1|+6.030734E+08}
}
{@BLOCK|r23_qd|01
{@A-RES|1|-1.352455E+07}
}
{@BLOCK|r24_qd|01
{@A-RES|1|-1.176502E+07}
}
{@BLOCK|r26_qd|01
{@A-RES|1|-1.352455E+07}
}
{@BLOCK|r29_qa|01
{@A-RES|1|-1.352455E+07}
}
{@BLOCK|r2|01
{@A-RES|1|+1.131697E+05}
}
{@BLOCK|r428|01
{@A-RES|1|+4.547151E+05}
}
{@BLOCK|r507|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r609|01
{@A-RES|1|+4.546900E+05}
}
{@BLOCK|r658|01
{@A-RES|1|+4.547151E+05}
}
{@BLOCK|r668|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r700|01
{@A-RES|1|+4.547151E+05}
}
{@BLOCK|r717|01
{@A-RES|1|+2.273575E+05}
}
{@BLOCK|r748|01
{@A-RES|1|+4.546900E+05}
}
{@BLOCK|r116|01
{@A-RES|1|+1.131572E+05}
}
{@BLOCK|r238|01
{@A-RES|1|+1.508930E+05}
}
{@BLOCK|r494|01
{@A-RES|1|+1.131697E+05}
}
{@BLOCK|r546|01
{@A-RES|1|+1.131635E+05}
}
{@BLOCK|r677|01
{@A-RES|1|+1.508679E+05}
}
{@BLOCK|r994|01
{@A-RES|1|+1.509013E+05}
}
{@BLOCK|r1194|01
{@A-RES|1|+1.509013E+05}
}
{@BLOCK|r1319|01
{@A-RES|1|+1.131697E+05}
}
{@BLOCK|r5_99|01
{@A-RES|1|-6.522171E+07}
}
{@BLOCK|r1047|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r1050|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r1051|01
{@A-RES|1|+4.546900E+05}
}
{@BLOCK|r1052|01
{@A-RES|1|+4.546900E+05}
}
{@BLOCK|r1311|01
{@A-RES|1|+9.999999E+99}
}
{@BLOCK|r2_99|01
{@A-RES|1|-8.021597E+08}
}
{@BLOCK|r2_adv|01
{@A-RES|1|+9.082951E+08}
}
{@BLOCK|r3|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r26_sa|01
{@A-RES|1|-1.352455E+07}
}
{@BLOCK|r27|01
{@A-RES|1|-1.352455E+07}
}
{@BLOCK|r27_sa|01
{@A-RES|1|-1.352455E+07}
}
{@BLOCK|r31_sa|01
{@A-RES|1|-1.176502E+07}
}
{@BLOCK|r35_sa|01
{@A-RES|1|-1.352455E+07}
}
{@BLOCK|r37_sa|01
{@A-RES|1|-1.352455E+07}
}
{@BLOCK|r40_sa|01
{@A-RES|1|-1.352455E+07}
}
{@BLOCK|r42_sa|01
{@A-RES|1|-1.176502E+07}
}
{@BLOCK|r4|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r7|01
{@A-RES|1|+3.145228E+07}
}
{@BLOCK|r25|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r85|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r119_r0|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r119_r1|01
{@A-RES|1|+3.145228E+07}
}
{@BLOCK|r119_r2|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r119_r3|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r159_c3|01
{@A-RES|1|+3.145228E+07}
}
{@BLOCK|r160_r0|01
{@A-RES|1|+3.145228E+07}
}
{@BLOCK|r160_r1|01
{@A-RES|1|+3.145228E+07}
}
{@BLOCK|r160_r2|01
{@A-RES|1|+3.145228E+07}
}
{@BLOCK|r160_r3|01
{@A-RES|1|+3.145228E+07}
}
{@BLOCK|r161_r0|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r161_r1|01
{@A-RES|1|+4.812652E+07}
}
{@BLOCK|r161_r2|01
{@A-RES|1|+3.145228E+07}
}
{@BLOCK|r1_adv|01
{@A-RES|1|-6.355457E+06}
}
{@BLOCK|r3_adv|01
{@A-RES|1|-6.836130E+06}
}
{@BLOCK|r11_ra|01
{@A-RES|1|-7.394264E+07}
}
{@BLOCK|r88_q3v3r|01
{@A-RES|1|+3.644243E+05}
}
{@BLOCK|r89_q3v3r|01
{@A-RES|1|+7.229303E+06}
}
{@BLOCK|r167_r0|01
{@A-RES|1|-7.105389E+06}
}
{@BLOCK|r167_r1|01
{@A-RES|1|-5.749575E+06}
}
{@BLOCK|r167_r2|01
{@A-RES|1|-6.587581E+06}
}
{@BLOCK|r159_c1|01
{@A-RES|1|-7.270030E+06}
}
{@BLOCK|r159_c2|01
